id,question,answer,_prefix,_skip_guess
DDT332,"A series RLC circuit is supplied by an AC source of 120 V, with a total impedance Z of 40 Ω. Calculate the RMS current.",3.0,DDT,False
DDT333,"Given a series RLC circuit with R = 15 Ω and an RMS current of 2 A, what is the total RMS voltage across the circuit when it is operating at resonance?",30.0,DDT,False
DDT334,"An inductor L = 0.1 H is connected in series with a resistor R = 20 Ω. If the frequency is 60 Hz, what is the inductive reactance?",37.70,DDT,False
DDT335,A circuit consists of a capacitor C = 100 μF in series with a resistor R = 25 Ω. The frequency f = 50 Hz. Calculate the capacitive reactance of the capacitor.,31.83,DDT,False
DDT336,"For a series RLC circuit, with an applied voltage U = 100 V and a current I = 4 A, calculate the total impedance Z.",25.0,DDT,False
DDT337,"An RLC series circuit has R = 18 Ω and Z = 30 Ω. Calculate the power factor, cosφ.",0.60,DDT,False
DDT338,"Given R = 10 Ω and L = 0.2 H connected in series in a circuit operating at f = 50 Hz, determine the RMS voltage if the current is I = 1 A.",63.62,DDT,False
DDT339,"An RLC series circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a source voltage of 150 V. Calculate the power consumed.",270.0,DDT,False
DDT340,"Given a series circuit with R = 12 Ω, C = 80 μF, and a frequency of 60 Hz, determine the capacitive reactance and the power factor if the impedance Z = 40 Ω.",38.16 Ω and 0.30,DDT,False
DDT341,"Given an RLC series circuit with R = 20 Ω, L = 0.3 H, C = 60 μF, and a frequency of f = 50 Hz. Calculate the total impedance Z.",45.79,DDT,False
DDT342,"An RLC series circuit has an impedance Z = 45 Ω, and a voltage U = 90 V is applied across it. Calculate the RMS current.",2.0,DDT,False
DDT343,"Given a series RLC circuit has R = 16 Ω, Z = 40 Ω, calculate the power factor cosφ.",0.40,DDT,False
DDT344,"A circuit consists of an inductor L = 0.25 H in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the inductive reactance Z_L.",94.25,DDT,False
DDT345,"A circuit consists of a capacitor C = 75 μF in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the capacitive reactance Z_C.",35.37,DDT,False
DDT346,"A series RLC circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a total voltage V = 150 V. Calculate the power consumed.",270.0,DDT,False
DDT347,"A series RLC circuit has R = 12 Ω, L = 0.2 H, and f = 50 Hz. Calculate Z if C = 50 μF.",12.03,DDT,False
DDT348,"A circuit has a resistance R = 18 Ω and an impedance Z = 36 Ω. If a voltage of 108 V is applied, calculate the power consumed (or dissipated).",162.0,DDT,False
DDT349,Given a series circuit where the voltage U = 100 V and the current I = 2 A. Calculate the total impedance Z.,50.0,DDT,False
DDT350,"Given a series RLC circuit with Z_L = 100 Ω and Z_C = 80 Ω, what characteristic does the circuit exhibit?",The circuit exhibits an inductive characteristic.,DDT,False
DDT351,What is the current in an LC circuit when the capacitor is maximally charged?,0,DDT,False
DDT352,When does the electric field energy stored in an LC circuit reach its maximum?,the charge Q reaches its maximum value,DDT,False
DDT353,What is the expression for the energy of oscillation in an LC circuit?,U = 0.5*L*I_max²,DDT,False
DDT354,"In an ideal LC circuit, is the total electromagnetic energy lost?",No,DDT,False
DDT355,What is the resonant angular frequency of an LC circuit?,ω = 1/√(LC),DDT,False
DDT356,How is the oscillation period of an LC circuit calculated?,T = 2π√(LC),DDT,False
DDT357,What is the voltage across the capacitor when the current in an LC circuit is at its maximum?,0,DDT,False
DDT358,What kind of oscillation occurs in an LC circuit?,Simple Harmonic Motion (SHM),DDT,False
DDT359,What is the unit of inductance L?,Henry,DDT,False
DDT360,What is the shape of the graph representing the electric field energy and magnetic field energy in an LC circuit?,Sinusoidal waves with a phase shift of π/2,DDT,False
DDT361,Calculate the natural oscillation frequency for an LC circuit with L = 2 mH and C = 50 µF.,503.3,DDT,False
DDT362,Calculate the natural period of oscillation for a circuit with L = 0.1 H and C = 10⁻⁶ F.,1.99 × 10⁻³,DDT,False
DDT363,"In an LC circuit, if the total energy is 0.02 J and the maximum current is 0.2 A, what is the inductance L?",1,DDT,False
DDT364,"An oscillating circuit has a capacitance C = 2 µF, and the maximum voltage across the capacitor is 100 V. Calculate the maximum electric field energy (or maximum energy stored in the capacitor).",0.01,DDT,False
DDT365,"L = 4 mH, C = 250 µF. Calculate the angular frequency of oscillation.",1000,DDT,False
DDT366,The current in an LC circuit is given by the expression i = I₀cos(ωt). Given I₀ = 0.5 A and L = 0.2 H. Calculate the maximum magnetic energy.,0.025,DDT,False
DDT367,"Given C = 5 µF, the maximum charge on the capacitor is 2×10⁻⁴ C. Calculate the maximum voltage across the capacitor plates.",40,DDT,False
DDT368,What is the oscillation frequency in an LC circuit if its period is 0.01 s?,100,DDT,False
DDT369,"Given L = 0.5 H, C = 20 µF. Calculate the natural period of oscillation.",0.02,DDT,False
DDT370,A capacitor with a capacitance of 10 µF is charged to 50 V. Calculate the electric field energy in the capacitor.,0.0125,DDT,False
DDT371,A long solenoid has 1000 turns and is 0.5 m long. Calculate the number of turns per unit length.,2000,DDT,False
DDT372,"The current through the solenoid is 2 A, the number of turns per meter is 1500, and the permeability of free space is μ₀ = 4π×10⁻⁷. Calculate the magnetic field inside.",3.77×10⁻³,DDT,False
DDT373,"A solenoid with a length of 0.4 m, consisting of 800 turns, carries an electric current of 1.5 A. Determine the magnetic field inside the solenoid.",3.77×10⁻³,DDT,False
DDT374,"A solenoid is 0.6 m long, has 1200 turns, and a current of 2 A flows through it. Calculate the magnetic flux through a cross-sectional area of 4×10⁻⁴ m².",2.01×10⁻⁶,DDT,False
DDT375,"Given the cross-sectional area of a solenoid is 2 cm², and B = 2×10⁻³ T. Calculate the magnetic flux through this cross-section.",4×10⁻⁷,DDT,False
DDT376,A solenoid has 2000 turns. The current decreases from 3 A to 0 in 0.01 s. Given that the magnetic flux per turn is 2×10⁻⁶ Wb. Calculate the induced electromotive force.,0.4,DDT,False
DDT377,"A solenoid has a length of 1 m, a cross-sectional area of 5 cm², 1000 turns, and carries a current of 2 A. Calculate the magnetic field energy.",1.26×10⁻³,DDT,False
DDT378,A solenoid has a magnetic flux of 5×10⁻⁶ Wb per turn and consists of 500 turns. Calculate the total magnetic flux linkage.,2.5×10⁻³,DDT,False
DDT379,"The magnetic field inside the solenoid is 1.26×10⁻³ T, and its cross-sectional area is 10 cm². Calculate the magnetic field energy density.",0.63,DDT,False
DDT380,"The current through a solenoid increases uniformly from 0 to 5 A over a period of 0.2 s. Given that the induced electromotive force is 0.5 V, determine the self-inductance.",0.02,DDT,False
DDT381,A solenoid is 0.5 m long and has 1500 turns. Calculate the number of turns per unit length.,3000,DDT,False
DDT382,A solenoid has n = 2500 turns/m and carries a current of 3 A. Calculate the magnetic field inside.,9.42×10⁻³,DDT,False
DDT383,"Given a solenoid with a magnetic field B = 2×10⁻³ T and a cross-sectional area of 3 cm², determine the magnetic flux through this area.",6×10⁻⁷,DDT,False
DDT384,A coil has 600 turns. The magnetic flux through each turn is 4×10⁻⁶ Wb. Calculate the total flux linkage.,2.4×10⁻³,DDT,False
DDT385,"Given that the induced electromotive force is 0.3 V, and the current decreases uniformly from 2 A to 0 A in 0.05 s. Calculate the self-inductance.",7.5 × 10⁻³,DDT,False
DDT386,A solenoid has a cross-sectional area of 8 cm² and a magnetic field strength of 1.5×10⁻³ T. Calculate the magnetic energy density.,0.895,DDT,False
DDT387,"Given an inductor with an inductance of 0.1 H and a maximum current of 2 A, determine the maximum magnetic field energy.",0.2,DDT,False
DDT388,A solenoid has a length of 1.2 m and 2400 turns. The current is 1 A. Calculate the magnetic field strength.,2.51×10⁻³,DDT,False
DDT389,"The current increases uniformly from 0 to 6 A in 0.03 s, producing an induced electromotive force of 1.2 V. Calculate the self-inductance.",0.006,DDT,False
DDT390,"For a solenoid with a turn density of n = 2000 turns/m and a current of I = 0.5 A, calculate the magnetic field B inside a solenoid. (Given μ₀ = 4π×10⁻⁷).",1.26×10⁻³,DDT,False
DDT391,A solenoid has 1600 turns and a length of 0.8 m. Calculate the number of turns per unit length.,2000,DDT,False
DDT392,"Given n = 2000 turns/m and I = 4 A, determine the magnetic flux density within the solenoid.",1.01×10⁻²,DDT,False
DDT393,Given that the magnetic flux per turn is 6×10⁻⁶ Wb and there are 400 turns. Calculate the total magnetic flux linkage.,2.4×10⁻³,DDT,False
DDT394,"A solenoid is 1 m long, has a cross-sectional area of 4 cm², 1200 turns, and a current of 2.5 A. Calculate the magnetic field energy.",2.26×10⁻³,DDT,False
DDT395,A solenoid has a magnetic field B = 5×10⁻³ T and a cross-sectional area of 6 cm². Calculate the magnetic flux through the cross-section.,3×10⁻⁶,DDT,False
DDT396,"A capacitor is placed in a solenoid's magnetic field, which has B = 3×10⁻³ T. The area of the loop is 5 cm². Calculate the magnetic flux.",1.5×10⁻⁶,DDT,False
DDT397,The current increases from 0 A to 10 A in 0.05 s. The induced electromotive force (EMF) measured is 1 V. Calculate the inductance.,0.005,DDT,False
DDT398,"An inductor has an inductance of 0.05 H, and a current of 3 A flows through it. Calculate the magnetic energy.",0.225,DDT,False
DDT399,"For a solenoid with a length of 0.5 m, 1000 turns, and a current of 3 A, calculate the magnetic field strength.",7.54×10⁻³,DDT,False
DDT400,A solenoid has n = 3000 turns/m and I = 2 A. Calculate the magnetic field B inside the solenoid.,7.54×10⁻³,DDT,False
CHLT001,"An RLC series circuit consists of R=50 Ω, L=0.5 H, and C=20 μF. When an AC voltage with a frequency of 40 Hz is supplied, does the circuit experience electrical resonance?",No,CHLT,False
CHLT002,"Given a series AC circuit with R = 10 Ω, L = 0.4 H, and C = 50 μF, determine if resonance occurs at an operating frequency of 35.6 Hz.",Yes,CHLT,False
CHLT003,A pure inductor with an inductance of 0.2 H is connected in series with a resistor R=25 Ω and a capacitor C=10 μF. Determine if resonance occurs at a frequency of f=112 Hz?,Yes,CHLT,False
CHLT004,"Given an RLC series circuit with R=40 Ω, L=0.318 H, and C=25 μF, will resonance occur if the AC current has a frequency of 56.4 Hz?",Yes,CHLT,False
CHLT005,"An RLC series circuit has a resistor R=60 Ω, an inductor L=0.8 H, and a capacitor C=5 μF. When the power source supplies a frequency of 50 Hz, does electrical resonance occur?",No,CHLT,False
CHLT006,"An RLC series circuit consists of a resistor with R=100 Ω, an inductor with L=0.02 H, and a capacitor with C=200 μF. Is it in resonance at a frequency of 80 Hz?",Yes,CHLT,False
CHLT007,"A series RLC circuit consists of R=15 Ω, L=0.3 H, and C=30 μF. Is the circuit in resonance at a frequency of 70 Hz?",No,CHLT,False
CHLT008,"For an RLC AC circuit with R = 45 Ω, L = 1 H, and C = 4 μF, does resonance occur in the circuit at a frequency of 79.6 Hz?",Yes,CHLT,False
CHLT009,"A series circuit consists of a capacitor C=100 μF, an inductor L=0.01 H, and a resistor R=8 Ω. Does resonance occur at f=100 Hz?",No,CHLT,False
CHLT010,"Consider an electrical circuit consisting of R=30 Ω, L=0.4 H, and a capacitor C=20 μF. Is the frequency f=56.3 Hz the resonant frequency of the circuit?",Yes,CHLT,False
CHLT011,"Consider an RLC series circuit with R=50 Ω, L=0.25 H, and C=25 μF. At a frequency of f=60 Hz, does resonance occur?",No,CHLT,False
CHLT012,"An RLC circuit has R=20 Ω, L=0.159 H, and C=10 μF. Is the circuit in resonance at f=126 Hz?",Yes,CHLT,False
CHLT013,"Consider a series RLC circuit with R=35 Ω, L=0.5 H, C=2 μF. When supplied with an AC current at a frequency of 70 Hz, does the circuit resonate?",No,CHLT,False
CHLT014,"A series RLC circuit has R=75 Ω, L=0.2 H, C=40 μF. Is 56.3 Hz the resonant frequency?",Yes,CHLT,False
CHLT015,"A circuit consists of an inductor L=0.3 H, a capacitor C=5 μF, and a resistor R=12 Ω. When operating at f=100 Hz, does the circuit resonate?",No,CHLT,False
CHLT016,"A series circuit contains a resistor R=90 Ω, an inductor L=0.25 H, and a capacitor C=100 μF. Does the circuit resonate at a frequency of 31.8 Hz?",Yes,CHLT,False
CHLT017,"In a series RLC circuit with R=30 Ω, L=1 H, C=1 μF, does resonance occur at f=159 Hz?",Yes,CHLT,False
CHLT018,"An AC circuit has R=18 Ω, L=0.8 H, and C=3 μF. At a frequency of 100 Hz, does electrical resonance occur?",No,CHLT,False
CHLT019,"Does a series RLC circuit with R=20 Ω, L=0.1 H, C=50 μF resonate at f=71 Hz?",Yes,CHLT,False
CHLT020,"An AC circuit consists of R=10 Ω, L=0.05 H, C=100 μF. When the frequency is 225 Hz, does resonance occur?",No,CHLT,False
CH001,"In a resonant RLC circuit, the measured impedance is Z=40 Ω. Determine the pure resistance R.",40,CH,False
CH002,"An RLC series circuit is in resonance. The inductor has L = 0.5 H, the capacitor has C = 20 μF, and the total impedance is Z = 80 Ω. Calculate the resistance R.",80,CH,False
CH003,"At resonance, an RLC circuit has a total impedance of 120 Ω. What is the value of the pure resistance R?",120,CH,False
CH004,"In an RLC resonant circuit, the current is maximum. The total impedance Z at this point is 60 Ω. What is the pure resistance R?",60,CH,False
CH005,"Determine the resistance R of an RLC circuit at resonance, if the measured impedance is 25 Ω?",25,CH,False
CH006,"A series RLC circuit is at resonance. If the measured impedance Z is 200 Ω, what is R?",200,CH,False
CH007,The total impedance measured at resonance is 75 Ω. What is the resistance R?,75,CH,False
CH008,"In an RLC circuit at resonance, the maximum current is measured, and the total impedance is 32 Ω. What is the pure resistance R?",32,CH,False
CH009,An RLC circuit has a total impedance of 95 Ω measured at resonance. Determine R?,95,CH,False
CH010,The total impedance of a series RLC circuit at resonance is measured as 18 Ω. What is the value of R?,18,CH,False
CH011,The measured impedance of an electrical resonant circuit is 250 Ω. Calculate R.,250,CH,False
CH012,"When an RLC circuit is in resonance, the impedance Z is measured at 145 Ω. What is the pure resistance R?",145,CH,False
CH013,"At resonance, the total impedance of the circuit is measured as Z=52 Ω. What is the resistance R?",52,CH,False
CH014,A resonant electrical circuit has a total impedance Z=68 Ω. What is the value of R?,68,CH,False
CH015,The total impedance of a resonant RLC circuit is 180 Ω. Determine R?,180,CH,False
CH016,"For a resonant RLC circuit with a total impedance of 20 Ω, what is R?",20,CH,False
CH017,The impedance measured at resonance is 10 Ω. What is the value of the pure resistance R?,10,CH,False
CH018,A resonant circuit has a total impedance of 115 Ω. What is the value of the pure resistance R?,115,CH,False
CH019,The impedance of an RLC circuit at resonance is measured to be 90 Ω. Calculate R?,90,CH,False
CH020,"At resonance, the total impedance of the circuit is measured to be Z = 300 Ω. What is the value of the pure resistance R?",300,CH,False
CH021,Given an RLC series circuit with an inductance L = 0.4 H and a capacitance C = 40 μF. Determine the resonant frequency of the circuit.,39.79,CH,False
CH022,A circuit consists of an inductor L = 0.02 H connected in series with a capacitor C = 500 μF. Calculate the resonant frequency of the circuit?,50.33,CH,False
CH023,What is the resonance frequency of a series AC circuit consisting of an inductor L = 1.5 H and a capacitor C = 2 μF?,91.89,CH,False
CH024,An RLC circuit has a 5 μF capacitor and a 0.1 H inductor. Calculate the electrical resonance frequency?,225.08,CH,False
CH025,A pure inductor of 0.05 H is connected in series with a 200 μF capacitor. Determine the resonant frequency.,50.33,CH,False
CH026,A series RLC circuit consists of an inductor L = 0.3 H and a capacitor C = 30 μF. Determine the resonant frequency.,53.05,CH,False
CH027,Calculate the resonant frequency for a series circuit consisting of L=0.6 H and C=10 μF.,64.97,CH,False
CH028,What is the resonant frequency of an RLC circuit with an inductor L = 0.25 H in series with a capacitor C = 25 μF?,63.66,CH,False
CH029,A 0.5 H inductor is connected in series with a 5 μF capacitor. Find the resonant frequency.,100.66,CH,False
CH030,An inductor L=0.02 H and a capacitor 50 μF are connected in series. What is the resonant frequency?,159.15,CH,False
CH031,A circuit consists of an inductor L = 2 H and a capacitor of 8 μF connected in series. Calculate the resonant frequency f.,39.79,CH,False
CH032,"A 100 μF capacitor is connected in series with a 0.01 H inductor, what is the resonant frequency of the circuit?",159.15,CH,False
CH033,"Given L=0.15 H and C=30 μF in series, what is the resonance frequency of the circuit?",75.03,CH,False
CH034,What is the resonant frequency of a 1 H inductor in series with a 4 μF capacitor?,79.58,CH,False
CH035,What is the resonant frequency for a circuit with L=0.1 H and C=10 μF?,159.15,CH,False
CH036,"An inductor L=0.8 H is connected in series with a capacitor C=2 μF. What is the resonant frequency?""",125.82,CH,False
CH037,What is the resonant frequency for L = 0.05 H and C = 10 μF connected in series?,225.08,CH,False
CH038,A circuit consists of L=3 H and C=3 μF in series. Find the resonant frequency?,53.05,CH,False
CH039,L = 0.01 H connected in series with C = 250 μF. What is the resonant frequency?,100.66,CH,False
CH040,A 0.4 H inductor is connected in series with a 20 μF capacitor. Determine the resonant frequency.,56.27,CH,False
CH041,"An RLC series circuit in resonance has an RMS voltage across the circuit of 100 V, and a pure resistance R=50 Ω. Calculate the power consumed?",200,CH,False
CH042,A resonant circuit has a voltage U = 120 V and a resistance R = 30 Ω. Calculate the power.,480,CH,False
CH043,An RLC series circuit is at resonance with an applied voltage of 220 V and a resistance R = 220 Ω. Determine the power consumption.,220,CH,False
CH044,Calculate the power consumed in a resonant circuit with R = 40 Ω and U = 80 V.,160,CH,False
CH045,A resonant RLC circuit has a resistance R = 25 Ω and an applied voltage U = 100 V. What is the power of the circuit?,400,CH,False
CH046,An RLC resonant circuit has an RMS voltage of 150 V and a resistance R of 75 Ω. Calculate the power consumption.,300,CH,False
CH047,"In an RLC resonant circuit, the voltage U = 60 V, and the resistance R = 20 Ω. What is the power consumed?",180,CH,False
CH048,"In a resonant RLC circuit, the RMS voltage is U=200 V, and the resistance R=400 Ω. Determine the power.",100,CH,False
CH049,A resonant circuit has a pure resistance of 10 Ω and an RMS voltage of 50 V. What is the power consumed?,250,CH,False
CH050,An RLC series circuit is in resonance with an applied voltage U = 110 V and resistance R = 110 Ω. What is the power consumed?,110,CH,False
CH051,"In an RLC resonant circuit, R = 60 Ω, U = 240 V. Calculate the power.",960,CH,False
CH052,What is the power consumed by a resonant circuit with U=90 V and R=45 Ω?,180,CH,False
CH053,An RLC resonant circuit has an RMS voltage of 24 V and a resistance R = 8 Ω. What is the power consumed?,72,CH,False
CH054,A resonant circuit has a voltage (U) of 300 V and a resistance (R) of 100 Ω. What is the power consumed?,900,CH,False
CH055,"The RMS voltage is 180 V, and the resistance R = 90 Ω. What is the power of the circuit at resonance?",360,CH,False
CH056,A resonant circuit has a resistance of 15 Ω and an RMS voltage of 60 V. Calculate the power.,240,CH,False
CH057,An RLC series resonant circuit has a voltage U = 250 V and a resistance R = 125 Ω. What is the power consumed?,500,CH,False
CH058,Pure resistance R = 200 Ω. Voltage U = 400 V at resonance. What is the power consumed?,800,CH,False
CH059,What is the power consumed/dissipated if the RMS voltage is U = 140 V and the resistance is R = 70 Ω at resonance?,280,CH,False
CH060,A resonant RLC circuit has a resistance R = 5 Ω and an RMS voltage of 20 V. Calculate the power.,80,CH,False
CH061,"An RLC circuit has L = 1 H. To resonate at f = 50 Hz, what value of C should be chosen?",10.13,CH,False
CH062,What capacitance must the capacitor have for an L-C circuit with L = 0.2 H to resonate at 100 Hz?,12.67,CH,False
CH063,"Given an inductor L = 0.5 H, what capacitance C is needed to achieve resonance at a frequency of 60 Hz?",14.07,CH,False
CH064,"Given an inductor with L = 0.05 H, which resonates at 200 Hz, what is the required capacitance C?",12.67,CH,False
CH065,"Given L = 0.3 H, what capacitance C must be chosen for a capacitor to achieve resonance at a frequency of 120 Hz?",5.86,CH,False
CH066,"A capacitor with C=40 μF. To resonate at f=100 Hz, what inductor L is needed?",63.33,CH,False
CH067,What value of inductor L is needed to resonate with C=10 μF at 50 Hz?,1013.2,CH,False
CH068,What L is needed for a circuit with C = 20 μF to resonate at 60 Hz?,351.8,CH,False
CH069,A circuit has a capacitor C = 25 μF. What inductance L is required for it to resonate at 100 Hz?,101.32,CH,False
CH070,"An RLC circuit needs to resonate at 150 Hz. If the capacitor C = 15 μF, what must L be?",74.96,CH,False
CH071,What value of C is needed for a circuit to resonate at 400 Hz with L=0.01 H?,15.83,CH,False
CH072,"Given an inductor with L = 0.04 H, what capacitance C is needed to resonate at a frequency f = 250 Hz?",10.13,CH,False
CH073,What inductance L is required for a 100 μF capacitor to resonate at 50 Hz?,101.3,CH,False
CH074,What capacitance (C) is needed to achieve resonance with L = 0.5 H at a frequency (f) of 71 Hz?,10.05,CH,False
CH075,"Given L = 0.2 H, the circuit needs to resonate at f = 225 Hz. What capacitance C should be chosen?",2.5,CH,False
CH076,"Given a capacitor with C = 50 μF, what inductance L is required to achieve resonance at 200 Hz?",12.67,CH,False
CH077,"In an RLC circuit with L = 0.015 H, what value of C is needed to achieve resonance at f = 500 Hz?""",6.76,CH,False
CH078,"Calculate the required capacitance C for resonance at f = 75 Hz, with an inductor L = 0.8 H.",5.63,CH,False
CH079,What inductance L is required for a circuit with C=30 μF to resonate at 120 Hz?,58.63,CH,False
CH080,An inductor with L=0.25 H is used. What capacitance is required to achieve resonance at f=90 Hz?,12.51,CH,False
CH081,"Given a 4 μF capacitor, what inductance (L) is needed for resonance at 100 Hz?",633.26,CH,False
CH082,"1. **""If L = 0.1 H, what capacitance C should be chosen to achieve resonance at f = 400 Hz?""**
2. **""Given L = 0.1 H, what value of capacitor C is needed to resonate at f = 400 Hz?""**
3. **""What capacitance C is required for resonance at f = 400 Hz, given an inductance L = 0.1 H?""**",1.58,CH,False
CH083,What inductor should be chosen to resonate with an 8 μF capacitor at a frequency of 60 Hz?,879.52,CH,False
CH084,"Given a capacitor C = 5 μF, and the circuit needs to resonate at f = 500 Hz, what is the required inductance L?",20.26,CH,False
CH085,"A circuit needs to resonate at 1000 Hz. Given an inductor L=0.005 H, what capacitance C is needed?",5.07,CH,False
CH086,"If a capacitor C = 2 μF resonates at 200 Hz, what is the inductance L?",316.63,CH,False
CH087,"Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz?",1.32,CH,False
CH088,An inductor has L=1.2 H. What capacitor value is needed to achieve resonance at 40 Hz?,13.19,CH,False
CH089,"An electrical circuit is to resonate at 60 Hz. Given a capacitance C = 100 μF, what inductance L is required?",70.36,CH,False
CH090,A capacitor C = 0.5 μF resonates at 1000 Hz. What is the inductance L?,50.66,CH,False
CH091,Determine the capacitance C required for resonance with an inductor of L=0.6 H at a frequency of f=30 Hz.,46.9,CH,False
CH092,An inductor has L = 0.07 H. What capacitance C is needed for it to resonate at 350 Hz?,2.96,CH,False
CH093,A circuit has a capacitance C = 1 μF and resonates at a frequency of 500 Hz. What is the inductance (L)?,0.101,CH,False
CH094,"What inductance L is required for a circuit to resonate at f=250 Hz, given a 10 μF capacitor?",0.0405,CH,False
CH095,What inductor L should be chosen to resonate with a capacitor C = 0.1 μF at 1500 Hz?,0.1126,CH,False
CH096,An LC circuit has an inductance L = 0.02 H and resonates at a frequency f = 1200 Hz. What is the capacitance C?,0.88,CH,False
CH097,What capacitance C is needed to achieve resonance at 1000 Hz with an inductor L = 0.025 H?,1.01,CH,False
CH098,"Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz?",1.27,CH,False
CH099,An inductor L = 0.08 H resonates at f = 250 Hz. What is the capacitance C?,5.07,CH,False
CH100,An electrical circuit needs to resonate at f=50 Hz. The capacitor C=200 μF. What inductor L should be chosen?,0.05,CH,False
CH101,"An RLC circuit has R = 30Ω. It resonates at f = 100Hz with a current I = 2A. When f = 200Hz, the current is I = 1A. What is the inductive reactance (ZL) at 100Hz?",34.64,CH,False
CH102,"R = 20Ω. The resonant current (I_resonance) is 4A at f = 60Hz. When the frequency doubles, the current I becomes 2A. What was the initial ZL?",23.09,CH,False
CH103,"In a circuit with a resistance R = 40Ω, resonance occurs at 50Hz, and the current at resonance is I = 1A. If the frequency is doubled, the current becomes I = 0.8A. What is the inductive reactance (ZL) at the resonant frequency?",20,CH,False
CH104,"Given R=25Ω. At a frequency f=120Hz, the circuit is in resonance, and the current I=5A. When the frequency is doubled, the current becomes I=2.5A. What is ZL (the inductive reactance at the initial frequency of 120Hz)?",28.87,CH,False
CH105,"A circuit has a resistance R = 50Ω. At resonance (40Hz), the current I = 3A. When the frequency increases to 80Hz, the current becomes I = 1.5A. What is the inductive reactance (ZL) at 80Hz?",115.47,CH,False
CH106,"Given R=10Ω. At resonance, f=200Hz. When f increases to 400Hz, the current (I) decreases to 1/2. What is ZL?",11.55,CH,False
CH107,"For a circuit with R = 60Ω, resonance occurs at 75Hz. At 150Hz, the current is 0.6A. The current at resonance is 1A. Find ZL.",53.33,CH,False
CH108,"Given an RLC series circuit with a resistance R=30Ω. At its resonant frequency f=50Hz, the current flowing through the circuit is I=2A. If the frequency is then changed to f=100Hz, the current becomes I=1.6A. Calculate the inductive reactance (ZL).",15,CH,False
CH109,"R = 40Ω, resonance frequency f = 60Hz. The current is halved when f = 120Hz. What is ZL?",46.19,CH,False
CH110,"In an RLC circuit: The resistance R = 80Ω. At resonance, the current is I = 2A, and this occurs at a frequency f = 100Hz. When the frequency is f = 200Hz, the current is I = 1.6A. What is the inductive reactance (ZL)?",40,CH,False
CH141,"An AC series circuit consists of a pure resistor R, a capacitor C, and an inductor L with internal resistance r. An AC voltage of 120V – 50Hz is applied across the entire circuit. The RMS voltage across the R-C series combination and the RMS voltage across the C-Lr series combination are both 90 V. Furthermore, the circuit is currently in electrical resonance. What is the RMS voltage across the capacitor?",84.85,CH,False
CH142,"A series RLC circuit consists of a resistor R, a capacitor C, and an inductor L. An RMS AC voltage U = 100 V is applied across the circuit. Given that the RMS voltage across the R-C section and the C-L section are both equal to 120 V. The circuit is in electrical resonance. Calculate the RMS voltage across the capacitor, UC.",66.3,CH,False
CH143,"Consider a series RLC AC circuit, powered by an RMS voltage of 220 V at a frequency of 50 Hz. It is known that the RMS voltage across the R-C combination and across the C-L combination are both 300 V, and the circuit is currently in resonance. What is the RMS voltage across the capacitor C?",203.96,CH,False
CH144,A series RLC circuit at resonance is connected to an AC supply with an RMS voltage of 90 V. The RMS voltage measured across the R-C section and across the C-L section are both 110 V. Calculate the RMS voltage across the capacitor C.,63.3,CH,False
CH145,"An RLC series circuit is connected to an AC power source with an RMS voltage U = 150 V. At resonance, the RMS voltages across the R-C combination and the C-L combination are equal, and both are 180 V. Calculate the RMS voltage across the capacitor C.",99.5,CH,False
CH146,"An AC voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the effective (or RMS) voltage of the source.",200,CH,False
CH147,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the angular frequency ω of the source.",100π,CH,False
CH148,"A voltage u = 200√2 cos(100π t) V is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴ / (2π) F. Calculate the inductive reactance X_L of the inductor.",100,CH,False
CH149,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the capacitive reactance XC of the capacitor.",200,CH,False
CH150,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the total impedance Z of the circuit.",141.4,CH,False
CH151,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS (or effective) current I in the circuit.",1.414,CH,False
CH152,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the power factor cosφ.",0.707,CH,False
CH153,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the average power P consumed by the circuit.",200,CH,False
