id,question,answer,unit,smart_bucket,reason
DDT324,A circuit has L = 0.2 H and f = 60 Hz. Calculate the inductive reactance Z_L.,75.40,Ω,review_unknown,no confident domain hint
DDT325,"Given a circuit with C = 50 μF and f = 60 Hz, determine the capacitive reactance Z_C.",53.05,Ω,review_unknown,no confident domain hint
DDT326,"For a resonant circuit with an RMS current of 3 A and a resistance (R) of 15 Ω, calculate the power dissipated.",135.0,W,equations_candidate,scalar formula wording
DDT327,"For an RLC circuit with R = 12 Ω and Z = 20 Ω, calculate the power factor (cosφ).",0.60,nan,equations_candidate,scalar formula wording
DDT328,"Calculate the power consumed by a circuit with U = 80 V, Z = 40 Ω, and R = 30 Ω.",120.0,W,equations_candidate,scalar formula wording
DDT329,"In a resonant circuit, given a resistance R = 8 Ω and a voltage U = 64 V, what is the power consumed?",512.0,W,equations_candidate,scalar formula wording
DDT330,"In an RLC circuit, Z_L = 70 Ω and Z_C = 50 Ω. What is the circuit's characteristic?",the circuit exhibits an inductive characteristic,—,review_bad_or_non_numeric_answer,answer not numeric-like
DDT331,"An RLC series circuit consists of R = 10 Ω, L = 0.2 H, C = 50 μF, and the frequency f = 50 Hz. Calculate the impedance of the circuit.",10.03,Ω,equations_candidate,scalar formula wording
DDT332,"A series RLC circuit is supplied by an AC source of 120 V, with a total impedance Z of 40 Ω. Calculate the RMS current.",3.0,A,equations_candidate,scalar formula wording
DDT333,"Given a series RLC circuit with R = 15 Ω and an RMS current of 2 A, what is the total RMS voltage across the circuit when it is operating at resonance?",30.0,V,equations_candidate,scalar formula wording
DDT334,"An inductor L = 0.1 H is connected in series with a resistor R = 20 Ω. If the frequency is 60 Hz, what is the inductive reactance?",37.70,Ω,equations_candidate,scalar formula wording
DDT335,A circuit consists of a capacitor C = 100 μF in series with a resistor R = 25 Ω. The frequency f = 50 Hz. Calculate the capacitive reactance of the capacitor.,31.83,Ω,equations_candidate,scalar formula wording
DDT336,"For a series RLC circuit, with an applied voltage U = 100 V and a current I = 4 A, calculate the total impedance Z.",25.0,Ω,equations_candidate,scalar formula wording
DDT337,"An RLC series circuit has R = 18 Ω and Z = 30 Ω. Calculate the power factor, cosφ.",0.60,nan,equations_candidate,scalar formula wording
DDT338,"Given R = 10 Ω and L = 0.2 H connected in series in a circuit operating at f = 50 Hz, determine the RMS voltage if the current is I = 1 A.",63.62,V,equations_candidate,scalar formula wording
DDT339,"An RLC series circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a source voltage of 150 V. Calculate the power consumed.",270.0,W,equations_candidate,scalar formula wording
DDT340,"Given a series circuit with R = 12 Ω, C = 80 μF, and a frequency of 60 Hz, determine the capacitive reactance and the power factor if the impedance Z = 40 Ω.",38.16 Ω and 0.30,—,equations_candidate,scalar formula wording
DDT341,"Given an RLC series circuit with R = 20 Ω, L = 0.3 H, C = 60 μF, and a frequency of f = 50 Hz. Calculate the total impedance Z.",45.79,Ω,equations_candidate,scalar formula wording
DDT342,"An RLC series circuit has an impedance Z = 45 Ω, and a voltage U = 90 V is applied across it. Calculate the RMS current.",2.0,A,equations_candidate,scalar formula wording
DDT343,"Given a series RLC circuit has R = 16 Ω, Z = 40 Ω, calculate the power factor cosφ.",0.40,nan,equations_candidate,scalar formula wording
DDT344,"A circuit consists of an inductor L = 0.25 H in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the inductive reactance Z_L.",94.25,Ω,equations_candidate,scalar formula wording
DDT345,"A circuit consists of a capacitor C = 75 μF in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the capacitive reactance Z_C.",35.37,Ω,equations_candidate,scalar formula wording
DDT346,"A series RLC circuit has an impedance Z = 50 Ω, a resistance R = 30 Ω, and a total voltage V = 150 V. Calculate the power consumed.",270.0,W,equations_candidate,scalar formula wording
DDT347,"A series RLC circuit has R = 12 Ω, L = 0.2 H, and f = 50 Hz. Calculate Z if C = 50 μF.",12.03,Ω,equations_candidate,scalar formula wording
DDT348,"A circuit has a resistance R = 18 Ω and an impedance Z = 36 Ω. If a voltage of 108 V is applied, calculate the power consumed (or dissipated).",162.0,W,equations_candidate,scalar formula wording
DDT349,Given a series circuit where the voltage U = 100 V and the current I = 2 A. Calculate the total impedance Z.,50.0,Ω,equations_candidate,scalar formula wording
DDT350,"Given a series RLC circuit with Z_L = 100 Ω and Z_C = 80 Ω, what characteristic does the circuit exhibit?",The circuit exhibits an inductive characteristic.,—,review_bad_or_non_numeric_answer,answer not numeric-like
DDT351,What is the current in an LC circuit when the capacitor is maximally charged?,0,A,capacitor_state_candidate,capacitor + state/event wording
DDT352,When does the electric field energy stored in an LC circuit reach its maximum?,the charge Q reaches its maximum value,—,review_bad_or_non_numeric_answer,answer not numeric-like
DDT353,What is the expression for the energy of oscillation in an LC circuit?,U = 0.5*L*I_max²,J,equations_candidate,scalar formula wording
DDT354,"In an ideal LC circuit, is the total electromagnetic energy lost?",No,—,review_bad_or_non_numeric_answer,answer not numeric-like
DDT355,What is the resonant angular frequency of an LC circuit?,ω = 1/√(LC),rad/s,equations_candidate,scalar formula wording
DDT356,How is the oscillation period of an LC circuit calculated?,T = 2π√(LC),s,equations_candidate,scalar formula wording
DDT357,What is the voltage across the capacitor when the current in an LC circuit is at its maximum?,0,V,capacitor_state_candidate,capacitor + state/event wording
DDT358,What kind of oscillation occurs in an LC circuit?,Simple Harmonic Motion (SHM),—,review_bad_or_non_numeric_answer,answer not numeric-like
DDT359,What is the unit of inductance L?,Henry,H,review_bad_or_non_numeric_answer,answer not numeric-like
DDT360,What is the shape of the graph representing the electric field energy and magnetic field energy in an LC circuit?,Sinusoidal waves with a phase shift of π/2,—,equations_candidate,scalar formula wording
DDT361,Calculate the natural oscillation frequency for an LC circuit with L = 2 mH and C = 50 µF.,503.3,Hz,equations_candidate,scalar formula wording
DDT362,Calculate the natural period of oscillation for a circuit with L = 0.1 H and C = 10⁻⁶ F.,1.99 × 10⁻³,s,review_unknown,no confident domain hint
DDT363,"In an LC circuit, if the total energy is 0.02 J and the maximum current is 0.2 A, what is the inductance L?",1,H,equations_candidate,scalar formula wording
DDT364,"An oscillating circuit has a capacitance C = 2 µF, and the maximum voltage across the capacitor is 100 V. Calculate the maximum electric field energy (or maximum energy stored in the capacitor).",0.01,J,equations_candidate,scalar formula wording
DDT365,"L = 4 mH, C = 250 µF. Calculate the angular frequency of oscillation.",1000,rad/s,equations_candidate,scalar formula wording
DDT366,The current in an LC circuit is given by the expression i = I₀cos(ωt). Given I₀ = 0.5 A and L = 0.2 H. Calculate the maximum magnetic energy.,0.025,J,equations_candidate,scalar formula wording
DDT367,"Given C = 5 µF, the maximum charge on the capacitor is 2×10⁻⁴ C. Calculate the maximum voltage across the capacitor plates.",40,V,equations_candidate,scalar formula wording
DDT368,What is the oscillation frequency in an LC circuit if its period is 0.01 s?,100,Hz,equations_candidate,scalar formula wording
DDT369,"Given L = 0.5 H, C = 20 µF. Calculate the natural period of oscillation.",0.02,s,review_unknown,no confident domain hint
DDT370,A capacitor with a capacitance of 10 µF is charged to 50 V. Calculate the electric field energy in the capacitor.,0.0125,J,equations_candidate,scalar formula wording
DDT371,A long solenoid has 1000 turns and is 0.5 m long. Calculate the number of turns per unit length.,2000,turns/m,equations_candidate,scalar formula wording
DDT372,"The current through the solenoid is 2 A, the number of turns per meter is 1500, and the permeability of free space is μ₀ = 4π×10⁻⁷. Calculate the magnetic field inside.",3.77×10⁻³,T,equations_candidate,scalar formula wording
DDT373,"A solenoid with a length of 0.4 m, consisting of 800 turns, carries an electric current of 1.5 A. Determine the magnetic field inside the solenoid.",3.77×10⁻³,T,equations_candidate,scalar formula wording
DDT374,"A solenoid is 0.6 m long, has 1200 turns, and a current of 2 A flows through it. Calculate the magnetic flux through a cross-sectional area of 4×10⁻⁴ m².",2.01×10⁻⁶,Wb,equations_candidate,scalar formula wording
DDT375,"Given the cross-sectional area of a solenoid is 2 cm², and B = 2×10⁻³ T. Calculate the magnetic flux through this cross-section.",4×10⁻⁷,Wb,equations_candidate,scalar formula wording
DDT376,A solenoid has 2000 turns. The current decreases from 3 A to 0 in 0.01 s. Given that the magnetic flux per turn is 2×10⁻⁶ Wb. Calculate the induced electromotive force.,0.4,V,equations_candidate,scalar formula wording
DDT377,"A solenoid has a length of 1 m, a cross-sectional area of 5 cm², 1000 turns, and carries a current of 2 A. Calculate the magnetic field energy.",1.26×10⁻³,J,equations_candidate,scalar formula wording
DDT378,A solenoid has a magnetic flux of 5×10⁻⁶ Wb per turn and consists of 500 turns. Calculate the total magnetic flux linkage.,2.5×10⁻³,Wb,equations_candidate,scalar formula wording
DDT379,"The magnetic field inside the solenoid is 1.26×10⁻³ T, and its cross-sectional area is 10 cm². Calculate the magnetic field energy density.",0.63,J/m³,equations_candidate,scalar formula wording
DDT380,"The current through a solenoid increases uniformly from 0 to 5 A over a period of 0.2 s. Given that the induced electromotive force is 0.5 V, determine the self-inductance.",0.02,H,equations_candidate,scalar formula wording
DDT381,A solenoid is 0.5 m long and has 1500 turns. Calculate the number of turns per unit length.,3000,turns/m,equations_candidate,scalar formula wording
DDT382,A solenoid has n = 2500 turns/m and carries a current of 3 A. Calculate the magnetic field inside.,9.42×10⁻³,T,equations_candidate,scalar formula wording
DDT383,"Given a solenoid with a magnetic field B = 2×10⁻³ T and a cross-sectional area of 3 cm², determine the magnetic flux through this area.",6×10⁻⁷,Wb,equations_candidate,scalar formula wording
DDT384,A coil has 600 turns. The magnetic flux through each turn is 4×10⁻⁶ Wb. Calculate the total flux linkage.,2.4×10⁻³,Wb,equations_candidate,scalar formula wording
DDT385,"Given that the induced electromotive force is 0.3 V, and the current decreases uniformly from 2 A to 0 A in 0.05 s. Calculate the self-inductance.",7.5 × 10⁻³,H,equations_candidate,scalar formula wording
DDT386,A solenoid has a cross-sectional area of 8 cm² and a magnetic field strength of 1.5×10⁻³ T. Calculate the magnetic energy density.,0.895,J/m³,equations_candidate,scalar formula wording
DDT387,"Given an inductor with an inductance of 0.1 H and a maximum current of 2 A, determine the maximum magnetic field energy.",0.2,J,equations_candidate,scalar formula wording
DDT388,A solenoid has a length of 1.2 m and 2400 turns. The current is 1 A. Calculate the magnetic field strength.,2.51×10⁻³,T,equations_candidate,scalar formula wording
DDT389,"The current increases uniformly from 0 to 6 A in 0.03 s, producing an induced electromotive force of 1.2 V. Calculate the self-inductance.",0.006,H,equations_candidate,scalar formula wording
DDT390,"For a solenoid with a turn density of n = 2000 turns/m and a current of I = 0.5 A, calculate the magnetic field B inside a solenoid. (Given μ₀ = 4π×10⁻⁷).",1.26×10⁻³,T,equations_candidate,scalar formula wording
DDT391,A solenoid has 1600 turns and a length of 0.8 m. Calculate the number of turns per unit length.,2000,turns/m,equations_candidate,scalar formula wording
DDT392,"Given n = 2000 turns/m and I = 4 A, determine the magnetic flux density within the solenoid.",1.01×10⁻²,T,equations_candidate,scalar formula wording
DDT393,Given that the magnetic flux per turn is 6×10⁻⁶ Wb and there are 400 turns. Calculate the total magnetic flux linkage.,2.4×10⁻³,Wb,equations_candidate,scalar formula wording
DDT394,"A solenoid is 1 m long, has a cross-sectional area of 4 cm², 1200 turns, and a current of 2.5 A. Calculate the magnetic field energy.",2.26×10⁻³,J,equations_candidate,scalar formula wording
DDT395,A solenoid has a magnetic field B = 5×10⁻³ T and a cross-sectional area of 6 cm². Calculate the magnetic flux through the cross-section.,3×10⁻⁶,Wb,equations_candidate,scalar formula wording
DDT396,"A capacitor is placed in a solenoid's magnetic field, which has B = 3×10⁻³ T. The area of the loop is 5 cm². Calculate the magnetic flux.",1.5×10⁻⁶,Wb,equations_candidate,scalar formula wording
DDT397,The current increases from 0 A to 10 A in 0.05 s. The induced electromotive force (EMF) measured is 1 V. Calculate the inductance.,0.005,H,equations_seed_from_old_code,exact old equation example: self_inductance_from_emf
DDT398,"An inductor has an inductance of 0.05 H, and a current of 3 A flows through it. Calculate the magnetic energy.",0.225,J,equations_candidate,scalar formula wording
DDT399,"For a solenoid with a length of 0.5 m, 1000 turns, and a current of 3 A, calculate the magnetic field strength.",7.54×10⁻³,T,equations_candidate,scalar formula wording
DDT400,A solenoid has n = 3000 turns/m and I = 2 A. Calculate the magnetic field B inside the solenoid.,7.54×10⁻³,T,equations_candidate,scalar formula wording
CHLT001,"An RLC series circuit consists of R=50 Ω, L=0.5 H, and C=20 μF. When an AC voltage with a frequency of 40 Hz is supplied, does the circuit experience electrical resonance?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT002,"Given a series AC circuit with R = 10 Ω, L = 0.4 H, and C = 50 μF, determine if resonance occurs at an operating frequency of 35.6 Hz.",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT003,A pure inductor with an inductance of 0.2 H is connected in series with a resistor R=25 Ω and a capacitor C=10 μF. Determine if resonance occurs at a frequency of f=112 Hz?,Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT004,"Given an RLC series circuit with R=40 Ω, L=0.318 H, and C=25 μF, will resonance occur if the AC current has a frequency of 56.4 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT005,"An RLC series circuit has a resistor R=60 Ω, an inductor L=0.8 H, and a capacitor C=5 μF. When the power source supplies a frequency of 50 Hz, does electrical resonance occur?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT006,"An RLC series circuit consists of a resistor with R=100 Ω, an inductor with L=0.02 H, and a capacitor with C=200 μF. Is it in resonance at a frequency of 80 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT007,"A series RLC circuit consists of R=15 Ω, L=0.3 H, and C=30 μF. Is the circuit in resonance at a frequency of 70 Hz?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT008,"For an RLC AC circuit with R = 45 Ω, L = 1 H, and C = 4 μF, does resonance occur in the circuit at a frequency of 79.6 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT009,"A series circuit consists of a capacitor C=100 μF, an inductor L=0.01 H, and a resistor R=8 Ω. Does resonance occur at f=100 Hz?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT010,"Consider an electrical circuit consisting of R=30 Ω, L=0.4 H, and a capacitor C=20 μF. Is the frequency f=56.3 Hz the resonant frequency of the circuit?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT011,"Consider an RLC series circuit with R=50 Ω, L=0.25 H, and C=25 μF. At a frequency of f=60 Hz, does resonance occur?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT012,"An RLC circuit has R=20 Ω, L=0.159 H, and C=10 μF. Is the circuit in resonance at f=126 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT013,"Consider a series RLC circuit with R=35 Ω, L=0.5 H, C=2 μF. When supplied with an AC current at a frequency of 70 Hz, does the circuit resonate?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT014,"A series RLC circuit has R=75 Ω, L=0.2 H, C=40 μF. Is 56.3 Hz the resonant frequency?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT015,"A circuit consists of an inductor L=0.3 H, a capacitor C=5 μF, and a resistor R=12 Ω. When operating at f=100 Hz, does the circuit resonate?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT016,"A series circuit contains a resistor R=90 Ω, an inductor L=0.25 H, and a capacitor C=100 μF. Does the circuit resonate at a frequency of 31.8 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT017,"In a series RLC circuit with R=30 Ω, L=1 H, C=1 μF, does resonance occur at f=159 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT018,"An AC circuit has R=18 Ω, L=0.8 H, and C=3 μF. At a frequency of 100 Hz, does electrical resonance occur?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT019,"Does a series RLC circuit with R=20 Ω, L=0.1 H, C=50 μF resonate at f=71 Hz?",Yes,-,skip_qa_theory_prefix,QA/CHLT prefix
CHLT020,"An AC circuit consists of R=10 Ω, L=0.05 H, C=100 μF. When the frequency is 225 Hz, does resonance occur?",No,-,skip_qa_theory_prefix,QA/CHLT prefix
CH001,"In a resonant RLC circuit, the measured impedance is Z=40 Ω. Determine the pure resistance R.",40,Ω,equations_candidate,scalar formula wording
CH002,"An RLC series circuit is in resonance. The inductor has L = 0.5 H, the capacitor has C = 20 μF, and the total impedance is Z = 80 Ω. Calculate the resistance R.",80,Ω,equations_candidate,scalar formula wording
CH003,"At resonance, an RLC circuit has a total impedance of 120 Ω. What is the value of the pure resistance R?",120,Ω,equations_candidate,scalar formula wording
CH004,"In an RLC resonant circuit, the current is maximum. The total impedance Z at this point is 60 Ω. What is the pure resistance R?",60,Ω,equations_candidate,scalar formula wording
CH005,"Determine the resistance R of an RLC circuit at resonance, if the measured impedance is 25 Ω?",25,Ω,equations_candidate,scalar formula wording
CH006,"A series RLC circuit is at resonance. If the measured impedance Z is 200 Ω, what is R?",200,Ω,equations_candidate,scalar formula wording
CH007,The total impedance measured at resonance is 75 Ω. What is the resistance R?,75,Ω,equations_candidate,scalar formula wording
CH008,"In an RLC circuit at resonance, the maximum current is measured, and the total impedance is 32 Ω. What is the pure resistance R?",32,Ω,equations_candidate,scalar formula wording
CH009,An RLC circuit has a total impedance of 95 Ω measured at resonance. Determine R?,95,Ω,equations_candidate,scalar formula wording
CH010,The total impedance of a series RLC circuit at resonance is measured as 18 Ω. What is the value of R?,18,Ω,equations_candidate,scalar formula wording
CH011,The measured impedance of an electrical resonant circuit is 250 Ω. Calculate R.,250,Ω,equations_candidate,scalar formula wording
CH012,"When an RLC circuit is in resonance, the impedance Z is measured at 145 Ω. What is the pure resistance R?",145,Ω,equations_candidate,scalar formula wording
CH013,"At resonance, the total impedance of the circuit is measured as Z=52 Ω. What is the resistance R?",52,Ω,equations_candidate,scalar formula wording
CH014,A resonant electrical circuit has a total impedance Z=68 Ω. What is the value of R?,68,Ω,equations_candidate,scalar formula wording
CH015,The total impedance of a resonant RLC circuit is 180 Ω. Determine R?,180,Ω,equations_candidate,scalar formula wording
CH016,"For a resonant RLC circuit with a total impedance of 20 Ω, what is R?",20,Ω,equations_candidate,scalar formula wording
CH017,The impedance measured at resonance is 10 Ω. What is the value of the pure resistance R?,10,Ω,equations_candidate,scalar formula wording
CH018,A resonant circuit has a total impedance of 115 Ω. What is the value of the pure resistance R?,115,Ω,equations_candidate,scalar formula wording
CH019,The impedance of an RLC circuit at resonance is measured to be 90 Ω. Calculate R?,90,Ω,equations_candidate,scalar formula wording
CH020,"At resonance, the total impedance of the circuit is measured to be Z = 300 Ω. What is the value of the pure resistance R?",300,Ω,equations_candidate,scalar formula wording
CH021,Given an RLC series circuit with an inductance L = 0.4 H and a capacitance C = 40 μF. Determine the resonant frequency of the circuit.,39.79,Hz,equations_candidate,scalar formula wording
CH022,A circuit consists of an inductor L = 0.02 H connected in series with a capacitor C = 500 μF. Calculate the resonant frequency of the circuit?,50.33,Hz,equations_candidate,scalar formula wording
CH023,What is the resonance frequency of a series AC circuit consisting of an inductor L = 1.5 H and a capacitor C = 2 μF?,91.89,Hz,equations_candidate,scalar formula wording
CH024,An RLC circuit has a 5 μF capacitor and a 0.1 H inductor. Calculate the electrical resonance frequency?,225.08,Hz,capacitor_state_candidate,capacitor + state/event wording
CH025,A pure inductor of 0.05 H is connected in series with a 200 μF capacitor. Determine the resonant frequency.,50.33,Hz,equations_candidate,scalar formula wording
CH026,A series RLC circuit consists of an inductor L = 0.3 H and a capacitor C = 30 μF. Determine the resonant frequency.,53.05,Hz,capacitor_state_candidate,capacitor + state/event wording
CH027,Calculate the resonant frequency for a series circuit consisting of L=0.6 H and C=10 μF.,64.97,Hz,equations_candidate,scalar formula wording
CH028,What is the resonant frequency of an RLC circuit with an inductor L = 0.25 H in series with a capacitor C = 25 μF?,63.66,Hz,capacitor_state_candidate,capacitor + state/event wording
CH029,A 0.5 H inductor is connected in series with a 5 μF capacitor. Find the resonant frequency.,100.66,Hz,equations_seed_from_old_code,exact old equation example: lc_resonance_frequency
CH030,An inductor L=0.02 H and a capacitor 50 μF are connected in series. What is the resonant frequency?,159.15,Hz,equations_candidate,scalar formula wording
CH031,A circuit consists of an inductor L = 2 H and a capacitor of 8 μF connected in series. Calculate the resonant frequency f.,39.79,Hz,equations_candidate,scalar formula wording
CH032,"A 100 μF capacitor is connected in series with a 0.01 H inductor, what is the resonant frequency of the circuit?",159.15,Hz,equations_candidate,scalar formula wording
CH033,"Given L=0.15 H and C=30 μF in series, what is the resonance frequency of the circuit?",75.03,Hz,equations_candidate,scalar formula wording
CH034,What is the resonant frequency of a 1 H inductor in series with a 4 μF capacitor?,79.58,Hz,equations_candidate,scalar formula wording
CH035,What is the resonant frequency for a circuit with L=0.1 H and C=10 μF?,159.15,Hz,equations_candidate,scalar formula wording
CH036,"An inductor L=0.8 H is connected in series with a capacitor C=2 μF. What is the resonant frequency?""",125.82,Hz,equations_candidate,scalar formula wording
CH037,What is the resonant frequency for L = 0.05 H and C = 10 μF connected in series?,225.08,Hz,equations_candidate,scalar formula wording
CH038,A circuit consists of L=3 H and C=3 μF in series. Find the resonant frequency?,53.05,Hz,equations_candidate,scalar formula wording
CH039,L = 0.01 H connected in series with C = 250 μF. What is the resonant frequency?,100.66,Hz,equations_candidate,scalar formula wording
CH040,A 0.4 H inductor is connected in series with a 20 μF capacitor. Determine the resonant frequency.,56.27,Hz,capacitor_state_candidate,capacitor + state/event wording
CH041,"An RLC series circuit in resonance has an RMS voltage across the circuit of 100 V, and a pure resistance R=50 Ω. Calculate the power consumed?",200,W,equations_candidate,scalar formula wording
CH042,A resonant circuit has a voltage U = 120 V and a resistance R = 30 Ω. Calculate the power.,480,W,equations_candidate,scalar formula wording
CH043,An RLC series circuit is at resonance with an applied voltage of 220 V and a resistance R = 220 Ω. Determine the power consumption.,220,W,equations_candidate,scalar formula wording
CH044,Calculate the power consumed in a resonant circuit with R = 40 Ω and U = 80 V.,160,W,equations_candidate,scalar formula wording
CH045,A resonant RLC circuit has a resistance R = 25 Ω and an applied voltage U = 100 V. What is the power of the circuit?,400,W,equations_candidate,scalar formula wording
CH046,An RLC resonant circuit has an RMS voltage of 150 V and a resistance R of 75 Ω. Calculate the power consumption.,300,W,equations_candidate,scalar formula wording
CH047,"In an RLC resonant circuit, the voltage U = 60 V, and the resistance R = 20 Ω. What is the power consumed?",180,W,equations_candidate,scalar formula wording
CH048,"In a resonant RLC circuit, the RMS voltage is U=200 V, and the resistance R=400 Ω. Determine the power.",100,W,equations_candidate,scalar formula wording
CH049,A resonant circuit has a pure resistance of 10 Ω and an RMS voltage of 50 V. What is the power consumed?,250,W,equations_candidate,scalar formula wording
CH050,An RLC series circuit is in resonance with an applied voltage U = 110 V and resistance R = 110 Ω. What is the power consumed?,110,W,equations_candidate,scalar formula wording
CH051,"In an RLC resonant circuit, R = 60 Ω, U = 240 V. Calculate the power.",960,W,equations_candidate,scalar formula wording
CH052,What is the power consumed by a resonant circuit with U=90 V and R=45 Ω?,180,W,equations_candidate,scalar formula wording
CH053,An RLC resonant circuit has an RMS voltage of 24 V and a resistance R = 8 Ω. What is the power consumed?,72,W,equations_candidate,scalar formula wording
CH054,A resonant circuit has a voltage (U) of 300 V and a resistance (R) of 100 Ω. What is the power consumed?,900,W,equations_candidate,scalar formula wording
CH055,"The RMS voltage is 180 V, and the resistance R = 90 Ω. What is the power of the circuit at resonance?",360,W,equations_candidate,scalar formula wording
CH056,A resonant circuit has a resistance of 15 Ω and an RMS voltage of 60 V. Calculate the power.,240,W,equations_candidate,scalar formula wording
CH057,An RLC series resonant circuit has a voltage U = 250 V and a resistance R = 125 Ω. What is the power consumed?,500,W,equations_candidate,scalar formula wording
CH058,Pure resistance R = 200 Ω. Voltage U = 400 V at resonance. What is the power consumed?,800,W,equations_candidate,scalar formula wording
CH059,What is the power consumed/dissipated if the RMS voltage is U = 140 V and the resistance is R = 70 Ω at resonance?,280,W,equations_candidate,scalar formula wording
CH060,A resonant RLC circuit has a resistance R = 5 Ω and an RMS voltage of 20 V. Calculate the power.,80,W,equations_candidate,scalar formula wording
CH061,"An RLC circuit has L = 1 H. To resonate at f = 50 Hz, what value of C should be chosen?",10.13,μF,equations_candidate,scalar formula wording
CH062,What capacitance must the capacitor have for an L-C circuit with L = 0.2 H to resonate at 100 Hz?,12.67,μF,equations_candidate,scalar formula wording
CH063,"Given an inductor L = 0.5 H, what capacitance C is needed to achieve resonance at a frequency of 60 Hz?",14.07,μF,equations_candidate,scalar formula wording
CH064,"Given an inductor with L = 0.05 H, which resonates at 200 Hz, what is the required capacitance C?",12.67,μF,equations_candidate,scalar formula wording
CH065,"Given L = 0.3 H, what capacitance C must be chosen for a capacitor to achieve resonance at a frequency of 120 Hz?",5.86,μF,equations_candidate,scalar formula wording
CH066,"A capacitor with C=40 μF. To resonate at f=100 Hz, what inductor L is needed?",63.33,mH,equations_candidate,scalar formula wording
CH067,What value of inductor L is needed to resonate with C=10 μF at 50 Hz?,1013.2,mH,equations_candidate,scalar formula wording
CH068,What L is needed for a circuit with C = 20 μF to resonate at 60 Hz?,351.8,mH,review_unknown,no confident domain hint
CH069,A circuit has a capacitor C = 25 μF. What inductance L is required for it to resonate at 100 Hz?,101.32,mH,equations_candidate,scalar formula wording
CH070,"An RLC circuit needs to resonate at 150 Hz. If the capacitor C = 15 μF, what must L be?",74.96,mH,capacitor_state_candidate,capacitor + state/event wording
CH071,What value of C is needed for a circuit to resonate at 400 Hz with L=0.01 H?,15.83,μF,equations_seed_from_old_code,exact old equation example: lc_resonance_frequency
CH072,"Given an inductor with L = 0.04 H, what capacitance C is needed to resonate at a frequency f = 250 Hz?",10.13,μF,equations_candidate,scalar formula wording
CH073,What inductance L is required for a 100 μF capacitor to resonate at 50 Hz?,101.3,mH,equations_candidate,scalar formula wording
CH074,What capacitance (C) is needed to achieve resonance with L = 0.5 H at a frequency (f) of 71 Hz?,10.05,μF,equations_candidate,scalar formula wording
CH075,"Given L = 0.2 H, the circuit needs to resonate at f = 225 Hz. What capacitance C should be chosen?",2.5,μF,equations_candidate,scalar formula wording
CH076,"Given a capacitor with C = 50 μF, what inductance L is required to achieve resonance at 200 Hz?",12.67,mH,equations_candidate,scalar formula wording
CH077,"In an RLC circuit with L = 0.015 H, what value of C is needed to achieve resonance at f = 500 Hz?""",6.76,μF,equations_candidate,scalar formula wording
CH078,"Calculate the required capacitance C for resonance at f = 75 Hz, with an inductor L = 0.8 H.",5.63,μF,equations_candidate,scalar formula wording
CH079,What inductance L is required for a circuit with C=30 μF to resonate at 120 Hz?,58.63,mH,equations_candidate,scalar formula wording
CH080,An inductor with L=0.25 H is used. What capacitance is required to achieve resonance at f=90 Hz?,12.51,μF,equations_candidate,scalar formula wording
CH081,"Given a 4 μF capacitor, what inductance (L) is needed for resonance at 100 Hz?",633.26,mH,equations_candidate,scalar formula wording
CH082,"1. **""If L = 0.1 H, what capacitance C should be chosen to achieve resonance at f = 400 Hz?""**
2. **""Given L = 0.1 H, what value of capacitor C is needed to resonate at f = 400 Hz?""**
3. **""What capacitance C is required for resonance at f = 400 Hz, given an inductance L = 0.1 H?""**",1.58,μF,equations_candidate,scalar formula wording
CH083,What inductor should be chosen to resonate with an 8 μF capacitor at a frequency of 60 Hz?,879.52,mH,equations_candidate,scalar formula wording
CH084,"Given a capacitor C = 5 μF, and the circuit needs to resonate at f = 500 Hz, what is the required inductance L?",20.26,mH,equations_candidate,scalar formula wording
CH085,"A circuit needs to resonate at 1000 Hz. Given an inductor L=0.005 H, what capacitance C is needed?",5.07,μF,equations_candidate,scalar formula wording
CH086,"If a capacitor C = 2 μF resonates at 200 Hz, what is the inductance L?",316.63,mH,equations_candidate,scalar formula wording
